hmdb_id	name	mass	adduct	rt	polarity	source_id
HMDB0000289	Uric acid	168.02834	[M-H]-	169.8	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000239	Pyridoxine	169.0738932	[M+H]+	77.28	POS	LCMS_polar_metabolome_standards_water
HMDB0000239	Pyridoxine	169.0738932	[M-H]-	77.28	NEG	LCMS_polar_metabolome_standards_water
HMDB0000001	1-Methylhistidine	169.0851266	[M+H]+	178.53	POS	LCMS_polar_metabolome_standards_water
HMDB0000001	1-Methylhistidine	169.0851266	[M-H]-	178.53	NEG	LCMS_polar_metabolome_standards_water
HMDB0000479	3-Methylhistidine	169.0851266	[M+H]+	184.8	POS	LCMS_polar_metabolome_standards_water
HMDB0000479	3-Methylhistidine	169.0851266	[M-H]-	184.8	NEG	LCMS_polar_metabolome_standards_water
HMDB0000001	1-Methylhistidine	169.0851266	[M-H]-	186	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000001	1-Methylhistidine	169.0851266	[M+H]+	188.4	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000479	3-Methylhistidine	169.0851266	[M+H]+	193.2	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0001473	Dihydroxyacetone phosphate	169.9980245	[M-H]-	206.25	NEG	LCMS_polar_metabolome_standards_water
HMDB0001112	D-Glyceraldehyde 3-phosphate	169.9980245	[M+H]+	210	POS	LCMS_polar_metabolome_standards_water
HMDB0001112	D-Glyceraldehyde 3-phosphate	169.9980245	[M-H]-	210	NEG	LCMS_polar_metabolome_standards_water
HMDB0001112	D-Glyceraldehyde 3-phosphate	169.9980245	[M+H]+	216	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000126	Glycerol 3-phosphate	172.0136745	[M-H]-	208.68	NEG	LCMS_polar_metabolome_standards_water
HMDB0000893	Suberic acid	174.0892089	[M+Na]+	35.61	POS	LCMS_polar_metabolome_standards_water
HMDB0000893	Suberic acid	174.0892089	[M-H]-	35.61	NEG	LCMS_polar_metabolome_standards_water
HMDB0000893	Suberic acid	174.0892089	[M-H]-	37.8	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0003357	N-Acetylornithine	174.1004423	[M+H]+	149.4	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0003357	N-Acetylornithine	174.1004423	[M+H]+	149.97	POS	LCMS_polar_metabolome_standards_water
HMDB0003357	N-Acetylornithine	174.1004423	[M-H]-	149.97	NEG	LCMS_polar_metabolome_standards_water
HMDB0003357	N-Acetylornithine	174.1004423	[M-H]-	154.8	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000517	L-Arginine	174.1116757	[M+H]+	184.77	POS	LCMS_polar_metabolome_standards_water
HMDB0000517	L-Arginine	174.1116757	[M-H]-	184.77	NEG	LCMS_polar_metabolome_standards_water
HMDB0000517	L-Arginine	174.1116757	[M-H]-	187.8	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000517	L-Arginine	174.1116757	[M+H]+	193.2	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000812	N-Acetyl-L-aspartic acid	175.0480724	[M+H]+	92.7	POS	LCMS_polar_metabolome_standards_water
HMDB0000812	N-Acetyl-L-aspartic acid	175.0480724	[M-H]-	92.7	NEG	LCMS_polar_metabolome_standards_water
HMDB0000812	N-Acetyl-L-aspartic acid	175.0480724	[M-H]-	96.6	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000197	Indoleacetic acid	175.0633285	[M+H]+	32.25	POS	LCMS_polar_metabolome_standards_water
HMDB0000197	Indoleacetic acid	175.0633285	[M-H]-	32.25	NEG	LCMS_polar_metabolome_standards_water
HMDB0000197	Indoleacetic acid	175.0633285	[M+H]+	34.8	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000904	Citrulline	175.0956913	[M+H]+	179.01	POS	LCMS_polar_metabolome_standards_water
HMDB0000904	Citrulline	175.0956913	[M-H]-	179.01	NEG	LCMS_polar_metabolome_standards_water
HMDB0000904	Citrulline	175.0956913	[M+H]+	182.4	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000904	Citrulline	175.0956913	[M-H]-	183	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000044	Ascorbic acid	176.032088	[M+H]+	116.73	POS	LCMS_polar_metabolome_standards_water
HMDB0000044	Ascorbic acid	176.032088	[M-H]-	116.73	NEG	LCMS_polar_metabolome_standards_water
HMDB0000044	Ascorbic acid	176.032088	[M-H]-	126	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000259	Serotonin	176.094963	[M-NH3+H]+	102	POS	LCMS_polar_metabolome_standards_water
HMDB0000259	Serotonin	176.094963	[M-NH3+H]+	120.6	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0001015	N-Formyl-L-methionine	177.0459639	[M+H]+	34.47	POS	LCMS_polar_metabolome_standards_water
HMDB0001015	N-Formyl-L-methionine	177.0459639	[M-H]-	34.47	NEG	LCMS_polar_metabolome_standards_water
HMDB0001015	N-Formyl-L-methionine	177.0459639	[M-H]-	38.4	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0001514	Glucosamine	179.0793725	[M+H]+	166.2	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0001514	Glucosamine	179.0793725	[M+Cl]-	174	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0001514	Glucosamine	179.0793725	[M+H]+	176.82	POS	LCMS_polar_metabolome_standards_water
HMDB0001514	Glucosamine	179.0793725	[M+Cl]-	176.82	NEG	LCMS_polar_metabolome_standards_water
HMDB0001879	Aspirin	180.0422587	[M-H]-	30.66	NEG	LCMS_polar_metabolome_standards_water
HMDB0001879	Aspirin	180.0422587	[M-H]-	33.6	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000660	D-Fructose	180.0633881	[M+Na]+	147.57	POS	LCMS_polar_metabolome_standards_water
HMDB0000660	D-Fructose	180.0633881	[M-H]-	147.57	NEG	LCMS_polar_metabolome_standards_water
HMDB0000169	D-Mannose	180.0633881	[M+Na]+	156.45	POS	LCMS_polar_metabolome_standards_water
HMDB0000169	D-Mannose	180.0633881	[M-H]-	156.45	NEG	LCMS_polar_metabolome_standards_water
HMDB0000660	D-Fructose	180.0633881	[M+Na]+	161.4	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000122	D-Glucose	180.0633881	[M+Na]+	161.82	POS	LCMS_polar_metabolome_standards_water
HMDB0000122	D-Glucose	180.0633881	[M+Cl]-	161.82	NEG	LCMS_polar_metabolome_standards_water
HMDB0000660	D-Fructose	180.0633881	[M-H]-	162	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000169	D-Mannose	180.0633881	[M+Na]+	165	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000122	D-Glucose	180.0633881	[M+Cl]-	168	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000122	D-Glucose	180.0633881	[M+Na]+	171.6	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000169	D-Mannose	180.0633881	[M-H]-	174	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000211	myo-Inositol	180.0633881	[M+Na]+	189.48	POS	LCMS_polar_metabolome_standards_water
HMDB0000211	myo-Inositol	180.0633881	[M-H]-	189.48	NEG	LCMS_polar_metabolome_standards_water
HMDB0000211	myo-Inositol	180.0633881	[M-H]-	192	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000211	myo-Inositol	180.0633881	[M+Na]+	192.6	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000158	L-Tyrosine	181.0738932	[M+H]+	156.39	POS	LCMS_polar_metabolome_standards_water
HMDB0000158	L-Tyrosine	181.0738932	[M-H]-	156.39	NEG	LCMS_polar_metabolome_standards_water
HMDB0000158	L-Tyrosine	181.0738932	[M+H]+	162.6	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000158	L-Tyrosine	181.0738932	[M-H]-	168	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0003099	1-Methyluric acid	182.0439901	[M+H]+	143.28	POS	LCMS_polar_metabolome_standards_water
HMDB0003099	1-Methyluric acid	182.0439901	[M-H]-	143.28	NEG	LCMS_polar_metabolome_standards_water
HMDB0003099	1-Methyluric acid	182.0439901	[M-H]-	146.4	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000118	Homovanillic acid	182.0579088	[M-H]-	34.29	NEG	LCMS_polar_metabolome_standards_water
HMDB0000118	Homovanillic acid	182.0579088	[M-H]-	40.4	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000247	Sorbitol	182.0790382	[M+H]+	159.36	POS	LCMS_polar_metabolome_standards_water
HMDB0000247	Sorbitol	182.0790382	[M-H]-	159.36	NEG	LCMS_polar_metabolome_standards_water
HMDB0000107	Galactitol	182.0790382	[M+H]+	162	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000247	Sorbitol	182.0790382	[M+H]+	162	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000107	Galactitol	182.0790382	[M-H]-	162	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000247	Sorbitol	182.0790382	[M-H]-	162	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000107	Galactitol	182.0790382	[M+H]+	162.54	POS	LCMS_polar_metabolome_standards_water
HMDB0000107	Galactitol	182.0790382	[M-H]-	162.54	NEG	LCMS_polar_metabolome_standards_water
HMDB0000017	4-Pyridoxic acid	183.0531578	[M+H]+	81.06	POS	LCMS_polar_metabolome_standards_water
HMDB0000017	4-Pyridoxic acid	183.0531578	[M-H]-	81.06	NEG	LCMS_polar_metabolome_standards_water
HMDB0000068	Epinephrine	183.0895433	[M+H]+	132	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000068	Epinephrine	183.0895433	[M+H]+	140.97	POS	LCMS_polar_metabolome_standards_water
HMDB0000068	Epinephrine	183.0895433	[M-H]-	140.97	NEG	LCMS_polar_metabolome_standards_water
HMDB0001565	Phosphorylcholine	184.0738695	[M+Cl]-	192	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0001565	Phosphorylcholine	184.0738695	[M+H]+	194.43	POS	LCMS_polar_metabolome_standards_water
HMDB0001565	Phosphorylcholine	184.0738695	[M+Cl]-	194.43	NEG	LCMS_polar_metabolome_standards_water
HMDB0000272	Phosphoserine	185.0089235	[M+H]+	222.6	POS	LCMS_polar_metabolome_standards_water
HMDB0000272	Phosphoserine	185.0089235	[M-H]-	222.6	NEG	LCMS_polar_metabolome_standards_water
HMDB0000807	3-Phosphoglyceric acid	185.9929391	[M-H]-	190.98	NEG	LCMS_polar_metabolome_standards_water
HMDB0000362	2-Phosphoglyceric acid	185.9929391	[M-H]-	206.31	NEG	LCMS_polar_metabolome_standards_water
HMDB0001138	N-Acetylglutamic acid	189.0637225	[M+H]+	75.9	POS	LCMS_polar_metabolome_standards_water
HMDB0001138	N-Acetylglutamic acid	189.0637225	[M-H]-	75.9	NEG	LCMS_polar_metabolome_standards_water
HMDB0001138	N-Acetylglutamic acid	189.0637225	[M-H]-	85.8	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0011745	N-Acetyl-L-methionine	191.061614	[M-H]-	33.43	NEG	LCMS_polar_metabolome_standards_water
HMDB0011745	N-Acetyl-L-methionine	191.061614	[M+H]+	35.43	POS	LCMS_polar_metabolome_standards_water
HMDB0011745	N-Acetyl-L-methionine	191.061614	[M-H]-	36	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000094	Citric acid	192.0270026	[M+Na]+	137.28	POS	LCMS_polar_metabolome_standards_water
HMDB0000094	Citric acid	192.0270026	[M-H]-	137.28	NEG	LCMS_polar_metabolome_standards_water
HMDB0000193	Isocitric acid	192.0270026	[M-H]-	141.84	NEG	LCMS_polar_metabolome_standards_water
HMDB0000127	D-Glucuronic acid	194.0426527	[M+Na]+	167.01	POS	LCMS_polar_metabolome_standards_water
HMDB0000127	D-Glucuronic acid	194.0426527	[M-H]-	167.01	NEG	LCMS_polar_metabolome_standards_water
HMDB0000127	D-Glucuronic acid	194.0426527	[M-H]-	171.6	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0001847	Caffeine	194.0803756	[M+H]+	32.22	POS	LCMS_polar_metabolome_standards_water
HMDB0001847	Caffeine	194.0803756	[M+H]+	34.8	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000625	Gluconic acid	196.0583027	[M+Na]+	163.77	POS	LCMS_polar_metabolome_standards_water
HMDB0000625	Gluconic acid	196.0583027	[M-H]-	163.77	NEG	LCMS_polar_metabolome_standards_water
HMDB0001857	1,3-Dimethyluric acid	196.0596401	[M-H]-	96	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0001857	1,3-Dimethyluric acid	196.0596401	[M+H]+	97.38	POS	LCMS_polar_metabolome_standards_water
HMDB0001857	1,3-Dimethyluric acid	196.0596401	[M-H]-	97.38	NEG	LCMS_polar_metabolome_standards_water
HMDB0011103	1,7-Dimethyluric acid	196.0596401	[M-H]-	114	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0011103	1,7-Dimethyluric acid	196.0596401	[M+H]+	115.29	POS	LCMS_polar_metabolome_standards_water
HMDB0011103	1,7-Dimethyluric acid	196.0596401	[M-H]-	115.29	NEG	LCMS_polar_metabolome_standards_water
HMDB0000181	L-Dopa	197.0688078	[M+H]+	166.26	POS	LCMS_polar_metabolome_standards_water
HMDB0000181	L-Dopa	197.0688078	[M-H]-	166.26	NEG	LCMS_polar_metabolome_standards_water
HMDB0000181	L-Dopa	197.0688078	[M+H]+	168.6	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000181	L-Dopa	197.0688078	[M-H]-	171	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0032055	N-Acetylhistidine	197.0800412	[M+H]+	170.61	POS	LCMS_polar_metabolome_standards_water
HMDB0032055	N-Acetylhistidine	197.0800412	[M-H]-	170.61	NEG	LCMS_polar_metabolome_standards_water
HMDB0032055	N-Acetylhistidine	197.0800412	[M+H]+	183	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0001321	D-Erythrose 4-phosphate	200.0085892	[M+Na]+	210.87	POS	LCMS_polar_metabolome_standards_water
HMDB0001321	D-Erythrose 4-phosphate	200.0085892	[M-H]-	210.87	NEG	LCMS_polar_metabolome_standards_water
HMDB0000792	Sebacic acid	202.1205091	[M+H]+	33.63	POS	LCMS_polar_metabolome_standards_water
HMDB0000792	Sebacic acid	202.1205091	[M-H]-	33.63	NEG	LCMS_polar_metabolome_standards_water
HMDB0003334	Symmetric dimethylarginine	202.1429758	[M+H]+	170.64	POS	LCMS_polar_metabolome_standards_water
HMDB0003334	Symmetric dimethylarginine	202.1429758	[M-H]-	170.64	NEG	LCMS_polar_metabolome_standards_water
HMDB0001539	Asymmetric dimethylarginine	202.1429758	[M+H]+	173.1	POS	LCMS_polar_metabolome_standards_water
HMDB0001539	Asymmetric dimethylarginine	202.1429758	[M-H]-	173.1	NEG	LCMS_polar_metabolome_standards_water
HMDB0001539	Asymmetric dimethylarginine	202.1429758	[M-H]-	177	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0003334	Symmetric dimethylarginine	202.1429758	[M-H]-	177	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0001539	Asymmetric dimethylarginine	202.1429758	[M+H]+	180	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0003334	Symmetric dimethylarginine	202.1429758	[M+H]+	180	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0001256	Spermine	202.2157469	[M+H]+	198	POS	LCMS_polar_metabolome_standards_water
HMDB0000201	L-Acetylcarnitine	203.115758	[M+H]+	38.52	POS	LCMS_polar_metabolome_standards_water
HMDB0000201	L-Acetylcarnitine	203.115758	[M+H]+	49.2	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000929	L-Tryptophan	204.0898776	[M+H]+	149.4	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000929	L-Tryptophan	204.0898776	[M+H]+	152.76	POS	LCMS_polar_metabolome_standards_water
HMDB0000929	L-Tryptophan	204.0898776	[M-H]-	152.76	NEG	LCMS_polar_metabolome_standards_water
HMDB0000929	L-Tryptophan	204.0898776	[M-H]-	154.7	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000671	Indolelactic acid	205.0738932	[M+H]+	35.67	POS	LCMS_polar_metabolome_standards_water
HMDB0000671	Indolelactic acid	205.0738932	[M-H]-	35.67	NEG	LCMS_polar_metabolome_standards_water
HMDB0000671	Indolelactic acid	205.0738932	[M+H]+	37.8	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000671	Indolelactic acid	205.0738932	[M-H]-	37.8	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000379	2-Methylcitric acid	206.0426527	[M+Na]+	137.52	POS	LCMS_polar_metabolome_standards_water
HMDB0000379	2-Methylcitric acid	206.0426527	[M-H]-	137.52	NEG	LCMS_polar_metabolome_standards_water
HMDB0001925	Ibuprofen	206.1306798	[M-H]-	28.74	NEG	LCMS_polar_metabolome_standards_water
HMDB0000684	L-Kynurenine	208.0847923	[M+H]+	146.85	POS	LCMS_polar_metabolome_standards_water
HMDB0000684	L-Kynurenine	208.0847923	[M-H]-	146.85	NEG	LCMS_polar_metabolome_standards_water
HMDB0000684	L-Kynurenine	208.0847923	[M+H]+	153	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0001511	Phosphocreatine	211.035807	[M-H]-	178.8	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0001511	Phosphocreatine	211.035807	[M+H]+	190.8	POS	LCMS_polar_metabolome_standards_water
HMDB0001511	Phosphocreatine	211.035807	[M-H]-	190.8	NEG	LCMS_polar_metabolome_standards_water
HMDB0000682	Indoxyl sulfate	213.0095784	[M-H]-	64.8	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000682	Indoxyl sulfate	213.0095784	[M+Na]+	75	POS	LCMS_polar_metabolome_standards_water
HMDB0000682	Indoxyl sulfate	213.0095784	[M-H]-	75	NEG	LCMS_polar_metabolome_standards_water
HMDB0004620	N-a-Acetyl-L-arginine	216.1222404	[M+H]+	144.78	POS	LCMS_polar_metabolome_standards_water
HMDB0004620	N-a-Acetyl-L-arginine	216.1222404	[M-H]-	144.78	NEG	LCMS_polar_metabolome_standards_water
HMDB0000210	Pantothenic acid	219.1106727	[M+H]+	42	POS	LCMS_polar_metabolome_standards_water
HMDB0000210	Pantothenic acid	219.1106727	[M-H]-	42	NEG	LCMS_polar_metabolome_standards_water
HMDB0000210	Pantothenic acid	219.1106727	[M-H]-	54	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000215	N-Acetyl-D-glucosamine	221.0899372	[M+H]+	153.15	POS	LCMS_polar_metabolome_standards_water
HMDB0000215	N-Acetyl-D-glucosamine	221.0899372	[M-H]-	153.15	NEG	LCMS_polar_metabolome_standards_water
HMDB0000215	N-Acetyl-D-glucosamine	221.0899372	[M-H]-	156	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000099	L-Cystathionine	222.0674276	[M+H]+	205.59	POS	LCMS_polar_metabolome_standards_water
HMDB0000099	L-Cystathionine	222.0674276	[M-H]-	205.59	NEG	LCMS_polar_metabolome_standards_water
HMDB0000732	Hydroxykynurenine	224.0797069	[M+H]+	156.21	POS	LCMS_polar_metabolome_standards_water
HMDB0000732	Hydroxykynurenine	224.0797069	[M-H]-	156.21	NEG	LCMS_polar_metabolome_standards_water
HMDB0001904	3-Nitrotyrosine	226.0589714	[M+H]+	148.74	POS	LCMS_polar_metabolome_standards_water
HMDB0001904	3-Nitrotyrosine	226.0589714	[M-H]-	148.74	NEG	LCMS_polar_metabolome_standards_water
HMDB0000033	Carnosine	226.1065903	[M-H]-	180	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000033	Carnosine	226.1065903	[M+H]+	182.04	POS	LCMS_polar_metabolome_standards_water
HMDB0000033	Carnosine	226.1065903	[M-H]-	182.04	NEG	LCMS_polar_metabolome_standards_water
HMDB0000618	D-Ribulose 5-phosphate	230.0191538	[M+H]+	206.19	POS	LCMS_polar_metabolome_standards_water
HMDB0000618	D-Ribulose 5-phosphate	230.0191538	[M-H]-	206.19	NEG	LCMS_polar_metabolome_standards_water
HMDB0000868	Xylulose 5-phosphate	230.0191538	[M-H]-	211.38	NEG	LCMS_polar_metabolome_standards_water
HMDB0001548	D-Ribose 5-phosphate	230.0191538	[M-H]-	213.06	NEG	LCMS_polar_metabolome_standards_water
HMDB0000736	Isobutyryl-L-carnitine	231.1470582	[M+H]+	36	POS	LCMS_polar_metabolome_standards_water
HMDB0000736	Isobutyryl-L-carnitine	231.1470582	[M+H]+	42.6	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000192	L-Cystine	240.0238483	[M+H]+	209.43	POS	LCMS_polar_metabolome_standards_water
HMDB0000192	L-Cystine	240.0238483	[M-H]-	209.43	NEG	LCMS_polar_metabolome_standards_water
HMDB0000192	L-Cystine	240.0238483	[M-H]-	210	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000192	L-Cystine	240.0238483	[M+H]+	211.8	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000273	Thymidine	242.0902716	[M+H]+	64.71	POS	LCMS_polar_metabolome_standards_water
HMDB0000273	Thymidine	242.0902716	[M-H]-	64.71	NEG	LCMS_polar_metabolome_standards_water
HMDB0000089	Cytidine	243.0855205	[M-H]-	154.2	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000089	Cytidine	243.0855205	[M+H]+	154.41	POS	LCMS_polar_metabolome_standards_water
HMDB0000089	Cytidine	243.0855205	[M-H]-	154.41	NEG	LCMS_polar_metabolome_standards_water
HMDB0000296	Uridine	244.0695361	[M+H]+	114.18	POS	LCMS_polar_metabolome_standards_water
HMDB0000296	Uridine	244.0695361	[M-H]-	114.18	NEG	LCMS_polar_metabolome_standards_water
HMDB0000296	Uridine	244.0695361	[M-H]-	122.4	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000030	Biotin	244.0881631	[M+H]+	60	POS	LCMS_polar_metabolome_standards_water
HMDB0000030	Biotin	244.0881631	[M-H]-	60	NEG	LCMS_polar_metabolome_standards_water
HMDB0000688	Isovalerylcarnitine	245.1627082	[M+H]+	36.42	POS	LCMS_polar_metabolome_standards_water
HMDB0000688	Isovalerylcarnitine	245.1627082	[M+H]+	37.8	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000086	Glycerophosphocholine	257.1028239	[M+H]+	187.98	POS	LCMS_polar_metabolome_standards_water
HMDB0000086	Glycerophosphocholine	257.1028239	[M+Cl]-	187.98	NEG	LCMS_polar_metabolome_standards_water
HMDB0000086	Glycerophosphocholine	257.1028239	[M+H]+	190.8	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000086	Glycerophosphocholine	257.1028239	[M+Cl]-	190.8	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0001254	Glucosamine 6-phosphate	259.0457029	[M+H]+	218.7	POS	LCMS_polar_metabolome_standards_water
HMDB0001254	Glucosamine 6-phosphate	259.0457029	[M-H]-	218.7	NEG	LCMS_polar_metabolome_standards_water
HMDB0000645	Galactose 1-phosphate	260.0297185	[M+Na]+	220.56	POS	LCMS_polar_metabolome_standards_water
HMDB0000645	Galactose 1-phosphate	260.0297185	[M-H]-	220.56	NEG	LCMS_polar_metabolome_standards_water
HMDB0001401	Glucose 6-phosphate	260.0297185	[M+Na]+	222.48	POS	LCMS_polar_metabolome_standards_water
HMDB0001401	Glucose 6-phosphate	260.0297185	[M-H]-	222.48	NEG	LCMS_polar_metabolome_standards_water
HMDB0000235	Thiamine	265.1123069	[M+H]+	138.12	POS	LCMS_polar_metabolome_standards_water
HMDB0000235	Thiamine	265.1123069	[M-H]-	138.12	NEG	LCMS_polar_metabolome_standards_water
HMDB0000050	Adenosine	267.0967539	[M+H]+	123	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000050	Adenosine	267.0967539	[M+H]+	127.44	POS	LCMS_polar_metabolome_standards_water
HMDB0000050	Adenosine	267.0967539	[M-H]-	127.44	NEG	LCMS_polar_metabolome_standards_water
HMDB0000195	Inosine	268.0807695	[M+H]+	141.72	POS	LCMS_polar_metabolome_standards_water
HMDB0000195	Inosine	268.0807695	[M-H]-	141.72	NEG	LCMS_polar_metabolome_standards_water
HMDB0000195	Inosine	268.0807695	[M+H]+	145.2	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000195	Inosine	268.0807695	[M-H]-	146.7	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0001316	6-Phosphogluconic acid	276.0246331	[M+H]+	195	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0001316	6-Phosphogluconic acid	276.0246331	[M+H]+	240.06	POS	LCMS_polar_metabolome_standards_water
HMDB0001316	6-Phosphogluconic acid	276.0246331	[M-H]-	240.06	NEG	LCMS_polar_metabolome_standards_water
HMDB0003333	8-Hydroxy-deoxyguanosine	283.0916686	[M+H]+	157.53	POS	LCMS_polar_metabolome_standards_water
HMDB0003333	8-Hydroxy-deoxyguanosine	283.0916686	[M-H]-	157.53	NEG	LCMS_polar_metabolome_standards_water
HMDB0000133	Guanosine	283.0916686	[M+H]+	160.95	POS	LCMS_polar_metabolome_standards_water
HMDB0000133	Guanosine	283.0916686	[M-H]-	160.95	NEG	LCMS_polar_metabolome_standards_water
HMDB0000133	Guanosine	283.0916686	[M+H]+	162	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0003333	8-Hydroxy-deoxyguanosine	283.0916686	[M+H]+	163.2	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000299	Xanthosine	284.0756841	[M+H]+	150.93	POS	LCMS_polar_metabolome_standards_water
HMDB0000299	Xanthosine	284.0756841	[M-H]-	150.93	NEG	LCMS_polar_metabolome_standards_water
HMDB0001068	D-Sedoheptulose 7-phosphate	290.0402832	[M-H]-	220.03	NEG	LCMS_polar_metabolome_standards_water
HMDB0001068	D-Sedoheptulose 7-phosphate	290.0402832	[M+Na]+	220.032	POS	LCMS_polar_metabolome_standards_water
HMDB0000052	Argininosuccinic acid	290.1226343	[M+H]+	198.69	POS	LCMS_polar_metabolome_standards_water
HMDB0000052	Argininosuccinic acid	290.1226343	[M-H]-	198.69	NEG	LCMS_polar_metabolome_standards_water
HMDB0001173	5'-Methylthioadenosine	297.0895601	[M+H]+	67.83	POS	LCMS_polar_metabolome_standards_water
HMDB0001173	5'-Methylthioadenosine	297.0895601	[M-H]-	67.83	NEG	LCMS_polar_metabolome_standards_water
HMDB0000252	Sphingosine	299.2824294	[M+H]+	31.2	POS	LCMS_polar_metabolome_CHRIS_serum
HMDB0000252	Sphingosine	299.2824294	[M+H]+	34.68	POS	LCMS_polar_metabolome_standards_water
HMDB0001202	dCMP	307.0569363	[M+H]+	201.78	POS	LCMS_polar_metabolome_standards_water
HMDB0001202	dCMP	307.0569363	[M-H]-	201.78	NEG	LCMS_polar_metabolome_standards_water
HMDB0000125	Glutathione	307.083806	[M+H]+	207.84	POS	LCMS_polar_metabolome_standards_water
HMDB0000125	Glutathione	307.083806	[M-H]-	207.84	NEG	LCMS_polar_metabolome_standards_water
HMDB0000230	N-Acetylneuraminic acid	309.1059812	[M-H]-	170.8	NEG	LCMS_polar_metabolome_CHRIS_serum
HMDB0000230	N-Acetylneuraminic acid	309.1059812	[M+Na]+	170.88	POS	LCMS_polar_metabolome_standards_water
HMDB0000230	N-Acetylneuraminic acid	309.1059812	[M-H]-	170.88	NEG	LCMS_polar_metabolome_standards_water
